time(ms), string size,
27,1213
19,1213
9,1213
8,1213
8,1213
7,1213
8,1213
10,1213
10,1213
8,1213
9,1213
8,1213
7,1213
7,1213
7,1213
7,1213
8,1213
8,1213
7,1213
7,1213
7,1213
12,1213
8,1213
7,1213
7,1213
9,1213
14,1213
12,1213
13,1213
15,1213
15,1213
11,1213
10,1213
15,1213
9,1213
18,1213
10,1213
9,1213
9,1213
14,1213
9,1213
10,1213
11,1213
11,1213
9,1213
9,1213
12,1213
9,1213
8,1213
10,1213
8,1213
9,1213
9,1213
8,1213
8,1213
9,1213
9,1213
8,1213
8,1213
8,1213
9,1213
9,1213
8,1213
8,1213
8,1213
9,1213
8,1213
8,1213
10,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
10,1213
14,1213
9,1213
9,1213
9,1213
9,1213
10,1213
9,1213
8,1213
8,1213
8,1213
10,1213
8,1213
9,1213
9,1213
8,1213
8,1213
8,1213
9,1213
10,1213
9,1213
16,1213
10,1213
8,1213
8,1213
11,1213
10,1213
9,1213
10,1213
9,1213
9,1213
10,1213
9,1213
10,1213
9,1213
10,1213
15,1213
9,1213
9,1213
15,1213
21,1213
17,1213
16,1213
9,1213
9,1213
10,1213
9,1213
17,1213
23,1213
15,1213
22,1213
14,1213
10,1213
9,1213
11,1213
16,1213
16,1213
14,1213
16,1213
10,1213
9,1213
10,1213
8,1213
15,1213
15,1213
16,1213
16,1213
17,1213
16,1213
15,1213
15,1213
9,1213
9,1213
10,1213
9,1213
9,1213
17,1213
16,1213
9,1213
9,1213
9,1213
8,1213
10,1213
14,1213
9,1213
9,1213
9,1213
15,1213
17,1213
10,1213
9,1213
8,1213
9,1213
9,1213
8,1213
9,1213
8,1213
8,1213
10,1213
10,1213
9,1213
8,1213
8,1213
9,1213
9,1213
9,1213
8,1213
9,1213
8,1213
10,1213
8,1213
14,1213
9,1213
8,1213
9,1213
9,1213
9,1213
10,1213
8,1213
9,1213
9,1213
9,1213
8,1213
8,1213
10,1213
9,1213
10,1213
10,1213
8,1213
8,1213
16,1213
9,1213
10,1213
8,1213
9,1213
8,1213
8,1213
10,1213
11,1213
10,1213
8,1213
8,1213
7,1213
8,1213
8,1213
9,1213
11,1213
9,1213
8,1213
10,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
11,1213
9,1213
9,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
9,1213
8,1213
8,1213
34,1213
9,1213
8,1213
8,1213
16,1213
15,1213
16,1213
9,1213
15,1213
10,1213
16,1213
14,1213
14,1213
9,1213
9,1213
15,1213
9,1213
8,1213
8,1213
29,1213
14,1213
16,1213
10,1213
16,1213
15,1213
15,1213
9,1213
9,1213
15,1213
14,1213
9,1213
9,1213
8,1213
8,1213
8,1213
9,1213
28,1213
15,1213
15,1213
16,1213
16,1213
16,1213
15,1213
17,1213
14,1213
9,1213
8,1213
8,1213
8,1213
10,1213
15,1213
10,1213
14,1213
10,1213
9,1213
10,1213
9,1213
8,1213
8,1213
8,1213
8,1213
11,1213
9,1213
9,1213
14,1213
14,1213
9,1213
11,1213
9,1213
16,1213
14,1213
15,1213
11,1213
9,1213
40,1213
15,1213
16,1213
10,1213
9,1213
8,1213
7,1213
10,1213
9,1213
8,1213
10,1213
8,1213
9,1213
9,1213
9,1213
10,1213
9,1213
9,1213
9,1213
8,1213
11,1213
9,1213
8,1213
17,1213
9,1213
9,1213
16,1213
15,1213
14,1213
9,1213
10,1213
9,1213
9,1213
10,1213
11,1213
10,1213
8,1213
10,1213
8,1213
9,1213
10,1213
9,1213
9,1213
9,1213
8,1213
10,1213
14,1213
9,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
16,1213
10,1213
8,1213
8,1213
8,1213
8,1213
12,1213
9,1213
11,1213
9,1213
9,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
8,1213
8,1213
9,1213
9,1213
9,1213
8,1213
8,1213
9,1213
8,1213
11,1213
9,1213
8,1213
8,1213
8,1213
9,1213
9,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
11,1213
8,1213
8,1213
11,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
9,1213
9,1213
13,1213
16,1213
9,1213
9,1213
16,1213
9,1213
9,1213
8,1213
8,1213
16,1213
10,1213
9,1213
10,1213
9,1213
9,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
8,1213
8,1213
9,1213
8,1213
10,1213
9,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
9,1213
11,1213
9,1213
8,1213
7,1213
10,1213
9,1213
8,1213
9,1213
9,1213
10,1213
9,1213
9,1213
9,1213
9,1213
9,1213
15,1213
9,1213
18,1213
9,1213
10,1213
9,1213
10,1213
9,1213
8,1213
8,1213
8,1213
9,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
11,1213
8,1213
8,1213
8,1213
11,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
11,1213
9,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
10,1213
9,1213
11,1213
9,1213
9,1213
9,1213
10,1213
10,1213
9,1213
8,1213
11,1213
9,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
10,1213
11,1213
11,1213
8,1213
9,1213
9,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
9,1213
9,1213
9,1213
8,1213
8,1213
10,1213
10,1213
11,1213
9,1213
16,1213
10,1213
9,1213
10,1213
9,1213
10,1213
15,1213
9,1213
8,1213
9,1213
9,1213
9,1213
8,1213
8,1213
9,1213
9,1213
10,1213
10,1213
10,1213
9,1213
9,1213
8,1213
9,1213
8,1213
8,1213
8,1213
11,1213
11,1213
9,1213
9,1213
8,1213
9,1213
10,1213
9,1213
8,1213
9,1213
9,1213
9,1213
9,1213
13,1213
10,1213
9,1213
10,1213
10,1213
10,1213
10,1213
9,1213
9,1213
14,1213
10,1213
8,1213
9,1213
8,1213
10,1213
9,1213
9,1213
9,1213
8,1213
8,1213
9,1213
8,1213
9,1213
8,1213
8,1213
8,1213
10,1213
9,1213
16,1213
9,1213
8,1213
10,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
11,1213
10,1213
11,1213
10,1213
10,1213
9,1213
9,1213
10,1213
9,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
9,1213
8,1213
8,1213
8,1213
8,1213
9,1213
9,1213
9,1213
8,1213
8,1213
9,1213
11,1213
10,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
9,1213
10,1213
10,1213
10,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
9,1213
10,1213
9,1213
9,1213
12,1213
10,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
8,1213
8,1213
8,1213
10,1213
9,1213
9,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
8,1213
8,1213
10,1213
11,1213
10,1213
8,1213
9,1213
8,1213
8,1213
9,1213
9,1213
8,1213
8,1213
9,1213
9,1213
9,1213
8,1213
9,1213
8,1213
8,1213
8,1213
9,1213
8,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
9,1213
8,1213
9,1213
9,1213
11,1213
11,1213
10,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
8,1213
8,1213
8,1213
8,1213
9,1213
9,1213
8,1213
8,1213
11,1213
10,1213
9,1213
10,1213
9,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
9,1213
8,1213
9,1213
10,1213
11,1213
10,1213
10,1213
10,1213
10,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
11,1213
10,1213
10,1213
9,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
9,1213
8,1213
8,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
9,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
9,1213
8,1213
10,1213
10,1213
10,1213
10,1213
8,1213
9,1213
8,1213
11,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
9,1213
9,1213
10,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
8,1213
10,1213
10,1213
10,1213
11,1213
9,1213
9,1213
8,1213
8,1213
8,1213
10,1213
9,1213
8,1213
9,1213
9,1213
8,1213
8,1213
10,1213
8,1213
9,1213
9,1213
9,1213
15,1213
9,1213
9,1213
8,1213
9,1213
10,1213
10,1213
9,1213
9,1213
13,1213
9,1213
9,1213
9,1213
9,1213
9,1213
9,1213
9,1213
9,1213
8,1213
8,1213
9,1213
8,1213
8,1213
8,1213
8,1213
9,1213
9,1213
9,1213
8,1213
9,1213
9,1213
9,1213
9,1213
